"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"IRL","Ireland","T","Total","TOTAL","Total","2015","2015",4687787,,
"IRL","Ireland","T","Total","TOTAL","Total","2016","2016",4739597,,
"IRL","Ireland","T","Total","TOTAL","Total","2017","2017",4792490,,
"IRL","Ireland","T","Total","TOTAL","Total","2018","2018",4857015,,
"IRL","Ireland","T","Total","TOTAL","Total","2019","2019",4921496,,
"IRL","Ireland","T","Total","TOTAL","Total","2020","2020",4977443,,
"IRL","Ireland","T","Total","TOTAL","Total","2021","2021",5011460,,
"IRL","Ireland","T","Total","TOTAL","Total","2022","2022",5100229,,
"ITA","Italy","T","Total","TOTAL","Total","1960","1960",50199634,,
"ITA","Italy","T","Total","TOTAL","Total","1961","1961",50536309,,
"ITA","Italy","T","Total","TOTAL","Total","1962","1962",50879432,,
"ITA","Italy","T","Total","TOTAL","Total","1963","1963",51251937,,
"ITA","Italy","T","Total","TOTAL","Total","1964","1964",51675294,,
"ITA","Italy","T","Total","TOTAL","Total","1965","1965",52112336,,
"ITA","Italy","T","Total","TOTAL","Total","1966","1966",52518925,,
"ITA","Italy","T","Total","TOTAL","Total","1967","1967",52900443,,
"ITA","Italy","T","Total","TOTAL","Total","1968","1968",53235691,,
"ITA","Italy","T","Total","TOTAL","Total","1969","1969",53537796,,
"ITA","Italy","T","Total","TOTAL","Total","1970","1970",53821798,,
"ITA","Italy","T","Total","TOTAL","Total","1971","1971",54073525,,
"ITA","Italy","T","Total","TOTAL","Total","1972","1972",54381345,,
"ITA","Italy","T","Total","TOTAL","Total","1973","1973",54751405,,
"ITA","Italy","T","Total","TOTAL","Total","1974","1974",55110870,,
"ITA","Italy","T","Total","TOTAL","Total","1975","1975",55440999,,
"ITA","Italy","T","Total","TOTAL","Total","1976","1976",55718266,,
"ITA","Italy","T","Total","TOTAL","Total","1977","1977",55955407,,
"ITA","Italy","T","Total","TOTAL","Total","1978","1978",56155142,,
"ITA","Italy","T","Total","TOTAL","Total","1979","1979",56317750,,
"ITA","Italy","T","Total","TOTAL","Total","1980","1980",56433876,,
"ITA","Italy","T","Total","TOTAL","Total","1981","1981",56501674,,
"ITA","Italy","T","Total","TOTAL","Total","1982","1982",56543539,,
"ITA","Italy","T","Total","TOTAL","Total","1983","1983",56564076,,
"ITA","Italy","T","Total","TOTAL","Total","1984","1984",56576719,,
"ITA","Italy","T","Total","TOTAL","Total","1985","1985",56593070,,
"ITA","Italy","T","Total","TOTAL","Total","1986","1986",56596157,,
"ITA","Italy","T","Total","TOTAL","Total","1987","1987",56601936,,
"ITA","Italy","T","Total","TOTAL","Total","1988","1988",56629290,,
"ITA","Italy","T","Total","TOTAL","Total","1989","1989",56671778,,
"ITA","Italy","T","Total","TOTAL","Total","1990","1990",56719239,,
"ITA","Italy","T","Total","TOTAL","Total","1991","1991",56758522,,
"ITA","Italy","T","Total","TOTAL","Total","1992","1992",56797078,,
"ITA","Italy","T","Total","TOTAL","Total","1993","1993",56831823,,
"ITA","Italy","T","Total","TOTAL","Total","1994","1994",56843400,,
"ITA","Italy","T","Total","TOTAL","Total","1995","1995",56844301,,
"ITA","Italy","T","Total","TOTAL","Total","1996","1996",56860279,,
"ITA","Italy","T","Total","TOTAL","Total","1997","1997",56890371,,
"ITA","Italy","T","Total","TOTAL","Total","1998","1998",56906744,,
"ITA","Italy","T","Total","TOTAL","Total","1999","1999",56916316,,
"ITA","Italy","T","Total","TOTAL","Total","2000","2000",56942108,,
"ITA","Italy","T","Total","TOTAL","Total","2001","2001",56976976,,
"ITA","Italy","T","Total","TOTAL","Total","2002","2002",57089823,,
"ITA","Italy","T","Total","TOTAL","Total","2003","2003",57399187,,
"ITA","Italy","T","Total","TOTAL","Total","2004","2004",57828178,,
"ITA","Italy","T","Total","TOTAL","Total","2005","2005",58166684,,
"ITA","Italy","T","Total","TOTAL","Total","2006","2006",58399863,,
"ITA","Italy","T","Total","TOTAL","Total","2007","2007",58756247,,
"ITA","Italy","T","Total","TOTAL","Total","2008","2008",59211183,,
"ITA","Italy","T","Total","TOTAL","Total","2009","2009",59555456,,
"ITA","Italy","T","Total","TOTAL","Total","2010","2010",59819402,,
"ITA","Italy","T","Total","TOTAL","Total","2011","2011",60026844,,
"ITA","Italy","T","Total","TOTAL","Total","2012","2012",60191243,,
"ITA","Italy","T","Total","TOTAL","Total","2013","2013",60311616,,
"ITA","Italy","T","Total","TOTAL","Total","2014","2014",60320708,,
"ITA","Italy","T","Total","TOTAL","Total","2015","2015",60229599,,
"ITA","Italy","T","Total","TOTAL","Total","2016","2016",60115220,,
"ITA","Italy","T","Total","TOTAL","Total","2017","2017",60002254,,
"ITA","Italy","T","Total","TOTAL","Total","2018","2018",59877216,,
"ITA","Italy","T","Total","TOTAL","Total","2019","2019",59729077,,
"ITA","Italy","T","Total","TOTAL","Total","2020","2020",59438845,,
"ITA","Italy","T","Total","TOTAL","Total","2021","2021",59133173,,
"ITA","Italy","T","Total","TOTAL","Total","2022","2022",58940424,,
"JPN","Japan","T","Total","TOTAL","Total","1960","1960",94301623,,
"JPN","Japan","T","Total","TOTAL","Total","1961","1961",95181000,,
"JPN","Japan","T","Total","TOTAL","Total","1962","1962",96087000,,
"JPN","Japan","T","Total","TOTAL","Total","1963","1963",97075000,,
"JPN","Japan","T","Total","TOTAL","Total","1964","1964",98110000,,
"JPN","Japan","T","Total","TOTAL","Total","1965","1965",99209137,,
"JPN","Japan","T","Total","TOTAL","Total","1966","1966",99978000,,
"JPN","Japan","T","Total","TOTAL","Total","1967","1967",101145000,,
"JPN","Japan","T","Total","TOTAL","Total","1968","1968",102287000,,
"JPN","Japan","T","Total","TOTAL","Total","1969","1969",103491000,,
"JPN","Japan","T","Total","TOTAL","Total","1970","1970",104665171,,
"JPN","Japan","T","Total","TOTAL","Total","1971","1971",106100000,,
"JPN","Japan","T","Total","TOTAL","Total","1972","1972",107595000,,
"JPN","Japan","T","Total","TOTAL","Total","1973","1973",109104000,,
"JPN","Japan","T","Total","TOTAL","Total","1974","1974",110573000,,
"JPN","Japan","T","Total","TOTAL","Total","1975","1975",111939643,,
"JPN","Japan","T","Total","TOTAL","Total","1976","1976",113094000,,
"JPN","Japan","T","Total","TOTAL","Total","1977","1977",114165000,,
"JPN","Japan","T","Total","TOTAL","Total","1978","1978",115190000,,
"JPN","Japan","T","Total","TOTAL","Total","1979","1979",116155000,,
"JPN","Japan","T","Total","TOTAL","Total","1980","1980",117060396,,
"JPN","Japan","T","Total","TOTAL","Total","1981","1981",117902000,,
"JPN","Japan","T","Total","TOTAL","Total","1982","1982",118728000,,
"JPN","Japan","T","Total","TOTAL","Total","1983","1983",119536000,,
"JPN","Japan","T","Total","TOTAL","Total","1984","1984",120305000,,
"JPN","Japan","T","Total","TOTAL","Total","1985","1985",121048923,,
"JPN","Japan","T","Total","TOTAL","Total","1986","1986",121660000,,
"JPN","Japan","T","Total","TOTAL","Total","1987","1987",122239000,,
"JPN","Japan","T","Total","TOTAL","Total","1988","1988",122745000,,
"JPN","Japan","T","Total","TOTAL","Total","1989","1989",123205000,,
"JPN","Japan","T","Total","TOTAL","Total","1990","1990",123611167,,
"JPN","Japan","T","Total","TOTAL","Total","1991","1991",124101000,,
"JPN","Japan","T","Total","TOTAL","Total","1992","1992",124567000,,
"JPN","Japan","T","Total","TOTAL","Total","1993","1993",124938000,,
"JPN","Japan","T","Total","TOTAL","Total","1994","1994",125265000,,
"JPN","Japan","T","Total","TOTAL","Total","1995","1995",125570246,,
"JPN","Japan","T","Total","TOTAL","Total","1996","1996",125864000,,
"JPN","Japan","T","Total","TOTAL","Total","1997","1997",126166000,,
"JPN","Japan","T","Total","TOTAL","Total","1998","1998",126486000,,
"JPN","Japan","T","Total","TOTAL","Total","1999","1999",126686000,,
"JPN","Japan","T","Total","TOTAL","Total","2000","2000",126925843,,
"JPN","Japan","T","Total","TOTAL","Total","2001","2001",127291000,,
"JPN","Japan","T","Total","TOTAL","Total","2002","2002",127435000,,
"JPN","Japan","T","Total","TOTAL","Total","2003","2003",127619000,,
"JPN","Japan","T","Total","TOTAL","Total","2004","2004",127687000,,
"JPN","Japan","T","Total","TOTAL","Total","2005","2005",127767994,,
"JPN","Japan","T","Total","TOTAL","Total","2006","2006",127900515,,
"JPN","Japan","T","Total","TOTAL","Total","2007","2007",128032743,,
"JPN","Japan","T","Total","TOTAL","Total","2008","2008",128083960,,
"JPN","Japan","T","Total","TOTAL","Total","2009","2009",128031514,,
"JPN","Japan","T","Total","TOTAL","Total","2010","2010",128057352,,
"JPN","Japan","T","Total","TOTAL","Total","2011","2011",127834233,,
"JPN","Japan","T","Total","TOTAL","Total","2012","2012",127592657,,
"JPN","Japan","T","Total","TOTAL","Total","2013","2013",127413888,,
"JPN","Japan","T","Total","TOTAL","Total","2014","2014",127237150,,
"JPN","Japan","T","Total","TOTAL","Total","2015","2015",127094745,,
"JPN","Japan","T","Total","TOTAL","Total","2016","2016",127041812,,
"JPN","Japan","T","Total","TOTAL","Total","2017","2017",126918546,,
"JPN","Japan","T","Total","TOTAL","Total","2018","2018",126748506,,
"JPN","Japan","T","Total","TOTAL","Total","2019","2019",126555078,,
"JPN","Japan","T","Total","TOTAL","Total","2020","2020",126146099,,
"JPN","Japan","T","Total","TOTAL","Total","2021","2021",125502290,,
"JPN","Japan","T","Total","TOTAL","Total","2022","2022",124946789,,
"KOR","Korea","T","Total","TOTAL","Total","1960","1960",25012374,,
"KOR","Korea","T","Total","TOTAL","Total","1961","1961",25765673,,
"KOR","Korea","T","Total","TOTAL","Total","1962","1962",26513030,,
"KOR","Korea","T","Total","TOTAL","Total","1963","1963",27261747,,
"KOR","Korea","T","Total","TOTAL","Total","1964","1964",27984155,,
"KOR","Korea","T","Total","TOTAL","Total","1965","1965",28704674,,
"KOR","Korea","T","Total","TOTAL","Total","1966","1966",29435571,,
"KOR","Korea","T","Total","TOTAL","Total","1967","1967",30130983,,
"KOR","Korea","T","Total","TOTAL","Total","1968","1968",30838302,,
"KOR","Korea","T","Total","TOTAL","Total","1969","1969",31544266,,
"KOR","Korea","T","Total","TOTAL","Total","1970","1970",32240827,,
"KOR","Korea","T","Total","TOTAL","Total","1971","1971",32882704,,
"KOR","Korea","T","Total","TOTAL","Total","1972","1972",33505406,,
"KOR","Korea","T","Total","TOTAL","Total","1973","1973",34103149,,
"KOR","Korea","T","Total","TOTAL","Total","1974","1974",34692266,,
"KOR","Korea","T","Total","TOTAL","Total","1975","1975",35280725,,
"KOR","Korea","T","Total","TOTAL","Total","1976","1976",35848523,,
"KOR","Korea","T","Total","TOTAL","Total","1977","1977",36411795,,
"KOR","Korea","T","Total","TOTAL","Total","1978","1978",36969185,,
"KOR","Korea","T","Total","TOTAL","Total","1979","1979",37534236,,
"KOR","Korea","T","Total","TOTAL","Total","1980","1980",38123775,,
"KOR","Korea","T","Total","TOTAL","Total","1981","1981",38723248,,
"KOR","Korea","T","Total","TOTAL","Total","1982","1982",39326352,,
"KOR","Korea","T","Total","TOTAL","Total","1983","1983",39910403,,
"KOR","Korea","T","Total","TOTAL","Total","1984","1984",40405956,,
"KOR","Korea","T","Total","TOTAL","Total","1985","1985",40805744,,
"KOR","Korea","T","Total","TOTAL","Total","1986","1986",41213674,,
"KOR","Korea","T","Total","TOTAL","Total","1987","1987",41621690,,
"KOR","Korea","T","Total","TOTAL","Total","1988","1988",42031247,,
"KOR","Korea","T","Total","TOTAL","Total","1989","1989",42449038,,
"KOR","Korea","T","Total","TOTAL","Total","1990","1990",42869283,,
"KOR","Korea","T","Total","TOTAL","Total","1991","1991",43295704,,
"KOR","Korea","T","Total","TOTAL","Total","1992","1992",43747962,,
"KOR","Korea","T","Total","TOTAL","Total","1993","1993",44194628,,
"KOR","Korea","T","Total","TOTAL","Total","1994","1994",44641540,,
"KOR","Korea","T","Total","TOTAL","Total","1995","1995",45092991,,
"KOR","Korea","T","Total","TOTAL","Total","1996","1996",45524681,,
"KOR","Korea","T","Total","TOTAL","Total","1997","1997",45953580,,
"KOR","Korea","T","Total","TOTAL","Total","1998","1998",46286503,,
"KOR","Korea","T","Total","TOTAL","Total","1999","1999",46616677,,
"KOR","Korea","T","Total","TOTAL","Total","2000","2000",47008111,,
"KOR","Korea","T","Total","TOTAL","Total","2001","2001",47370164,,
"KOR","Korea","T","Total","TOTAL","Total","2002","2002",47644736,,
"KOR","Korea","T","Total","TOTAL","Total","2003","2003",47892330,,
"KOR","Korea","T","Total","TOTAL","Total","2004","2004",48082519,,
"KOR","Korea","T","Total","TOTAL","Total","2005","2005",48184561,,
"KOR","Korea","T","Total","TOTAL","Total","2006","2006",48438292,,
"KOR","Korea","T","Total","TOTAL","Total","2007","2007",48683638,,
"KOR","Korea","T","Total","TOTAL","Total","2008","2008",49054708,,
"KOR","Korea","T","Total","TOTAL","Total","2009","2009",49307835,,
"KOR","Korea","T","Total","TOTAL","Total","2010","2010",49554112,,
"KOR","Korea","T","Total","TOTAL","Total","2011","2011",49936638,,
"KOR","Korea","T","Total","TOTAL","Total","2012","2012",50199853,,
"KOR","Korea","T","Total","TOTAL","Total","2013","2013",50428893,,
"KOR","Korea","T","Total","TOTAL","Total","2014","2014",50746659,,
"KOR","Korea","T","Total","TOTAL","Total","2015","2015",51014947,,
"KOR","Korea","T","Total","TOTAL","Total","2016","2016",51217803,,
"KOR","Korea","T","Total","TOTAL","Total","2017","2017",51361911,,
"KOR","Korea","T","Total","TOTAL","Total","2018","2018",51585058,,
"KOR","Korea","T","Total","TOTAL","Total","2019","2019",51764822,,
"KOR","Korea","T","Total","TOTAL","Total","2020","2020",51836239,,
"KOR","Korea","T","Total","TOTAL","Total","2021","2021",51744876,,
"KOR","Korea","T","Total","TOTAL","Total","2022","2022",51628117,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1960","1960",314168,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1961","1961",316588,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1962","1962",319852,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1963","1963",323006,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1964","1964",326367,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1965","1965",329796,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1966","1966",333132,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1967","1967",335559,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1968","1968",337045,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1969","1969",338281,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1970","1970",339174,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1971","1971",342415,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1972","1972",346600,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1973","1973",350450,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1974","1974",355049,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1975","1975",358951,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1976","1976",360728,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1977","1977",361356,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1978","1978",362010,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1979","1979",362856,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1980","1980",364152,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1981","1981",365219,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1982","1982",365525,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1983","1983",365621,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1984","1984",365997,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1985","1985",366707,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1986","1986",368354,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1987","1987",370751,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1988","1988",373450,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1989","1989",377095,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1990","1990",381857,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1991","1991",386999,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1992","1992",392171,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1993","1993",397481,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1994","1994",402921,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1995","1995",408625,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1996","1996",414228,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1997","1997",419440,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1998","1998",424699,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1999","1999",430475,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2000","2000",436303,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2001","2001",441522,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2002","2002",446166,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2003","2003",451626,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2004","2004",458098,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2005","2005",465152,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2006","2006",472641,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2007","2007",479992,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2008","2008",488647,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2009","2009",497783,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2010","2010",506953,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2011","2011",518351,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2012","2012",530952,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2013","2013",543358,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2014","2014",556322,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2015","2015",569605,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2016","2016",583459,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2017","2017",596337,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2018","2018",607950,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2019","2019",620003,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2020","2020",630413,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2021","2021",640064,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2022","2022",653108,,
"MEX","Mexico","T","Total","TOTAL","Total","1960","1960",36786543,,
"MEX","Mexico","T","Total","TOTAL","Total","1961","1961",38025871,,
"MEX","Mexico","T","Total","TOTAL","Total","1962","1962",39306372,,
"MEX","Mexico","T","Total","TOTAL","Total","1963","1963",40619346,,
"MEX","Mexico","T","Total","TOTAL","Total","1964","1964",41970377,,
"MEX","Mexico","T","Total","TOTAL","Total","1965","1965",43359231,,
"MEX","Mexico","T","Total","TOTAL","Total","1966","1966",44779078,,
"MEX","Mexico","T","Total","TOTAL","Total","1967","1967",46234469,,
"MEX","Mexico","T","Total","TOTAL","Total","1968","1968",47720198,,
"MEX","Mexico","T","Total","TOTAL","Total","1969","1969",49236362,,
"MEX","Mexico","T","Total","TOTAL","Total","1970","1970",50778729,,
"MEX","Mexico","T","Total","TOTAL","Total","1971","1971",52354238,,
"MEX","Mexico","T","Total","TOTAL","Total","1972","1972",53973953,,
"MEX","Mexico","T","Total","TOTAL","Total","1973","1973",55619995,,
"MEX","Mexico","T","Total","TOTAL","Total","1974","1974",57293865,,
"MEX","Mexico","T","Total","TOTAL","Total","1975","1975",58993234,,
"MEX","Mexico","T","Total","TOTAL","Total","1976","1976",60702805,,
"MEX","Mexico","T","Total","TOTAL","Total","1977","1977",62414539,,
"MEX","Mexico","T","Total","TOTAL","Total","1978","1978",64131336,,
"MEX","Mexico","T","Total","TOTAL","Total","1979","1979",65849531,,
"MEX","Mexico","T","Total","TOTAL","Total","1980","1980",67561216,,
"MEX","Mexico","T","Total","TOTAL","Total","1981","1981",69267849,,
"MEX","Mexico","T","Total","TOTAL","Total","1982","1982",70973052,,
"MEX","Mexico","T","Total","TOTAL","Total","1983","1983",72671675,,
"MEX","Mexico","T","Total","TOTAL","Total","1984","1984",74359027,,
"MEX","Mexico","T","Total","TOTAL","Total","1985","1985",76030535,,
"MEX","Mexico","T","Total","TOTAL","Total","1986","1986",77689757,,
"MEX","Mexico","T","Total","TOTAL","Total","1987","1987",79339498,,
"MEX","Mexico","T","Total","TOTAL","Total","1988","1988",80970606,,
"MEX","Mexico","T","Total","TOTAL","Total","1989","1989",82579032,,
"MEX","Mexico","T","Total","TOTAL","Total","1990","1990",84169571,,
"MEX","Mexico","T","Total","TOTAL","Total","1991","1991",85748742,,
"MEX","Mexico","T","Total","TOTAL","Total","1992","1992",87312337,,
"MEX","Mexico","T","Total","TOTAL","Total","1993","1993",88850856,,
"MEX","Mexico","T","Total","TOTAL","Total","1994","1994",90362709,,
"MEX","Mexico","T","Total","TOTAL","Total","1995","1995",91843905,,
"MEX","Mexico","T","Total","TOTAL","Total","1996","1996",93294783,,
"MEX","Mexico","T","Total","TOTAL","Total","1997","1997",94720541,,
"MEX","Mexico","T","Total","TOTAL","Total","1998","1998",96116960,,
"MEX","Mexico","T","Total","TOTAL","Total","1999","1999",97482584,,
"MEX","Mexico","T","Total","TOTAL","Total","2000","2000",98785275,,
"MEX","Mexico","T","Total","TOTAL","Total","2001","2001",100105299,,
"MEX","Mexico","T","Total","TOTAL","Total","2002","2002",101493987,,
"MEX","Mexico","T","Total","TOTAL","Total","2003","2003",102890474,,
"MEX","Mexico","T","Total","TOTAL","Total","2004","2004",104272444,,
"MEX","Mexico","T","Total","TOTAL","Total","2005","2005",105669369,,
"MEX","Mexico","T","Total","TOTAL","Total","2006","2006",107155391,,
"MEX","Mexico","T","Total","TOTAL","Total","2007","2007",108744845,,
"MEX","Mexico","T","Total","TOTAL","Total","2008","2008",110405454,,
"MEX","Mexico","T","Total","TOTAL","Total","2009","2009",112095388,,
"MEX","Mexico","T","Total","TOTAL","Total","2010","2010",113748671,,
"MEX","Mexico","T","Total","TOTAL","Total","2011","2011",115367452,,
"MEX","Mexico","T","Total","TOTAL","Total","2012","2012",116935670,,
"MEX","Mexico","T","Total","TOTAL","Total","2013","2013",118453929,,
"MEX","Mexico","T","Total","TOTAL","Total","2014","2014",119936411,,
"MEX","Mexico","T","Total","TOTAL","Total","2015","2015",121347800,,
"MEX","Mexico","T","Total","TOTAL","Total","2016","2016",122715165,,
"MEX","Mexico","T","Total","TOTAL","Total","2017","2017",124041731,,
"MEX","Mexico","T","Total","TOTAL","Total","2018","2018",125327797,,
"MEX","Mexico","T","Total","TOTAL","Total","2019","2019",126577691,,
"MEX","Mexico","T","Total","TOTAL","Total","2020","2020",127792286,,
"MEX","Mexico","T","Total","TOTAL","Total","2021","2021",128972439,,
"MEX","Mexico","T","Total","TOTAL","Total","2022","2022",130118356,,
"NLD","Netherlands","T","Total","TOTAL","Total","1960","1960",11486630,,
"NLD","Netherlands","T","Total","TOTAL","Total","1961","1961",11638709,,
"NLD","Netherlands","T","Total","TOTAL","Total","1962","1962",11805690,,
"NLD","Netherlands","T","Total","TOTAL","Total","1963","1963",11965967,,
"NLD","Netherlands","T","Total","TOTAL","Total","1964","1964",12127116,,
"NLD","Netherlands","T","Total","TOTAL","Total","1965","1965",12294732,,
"NLD","Netherlands","T","Total","TOTAL","Total","1966","1966",12456254,,
"NLD","Netherlands","T","Total","TOTAL","Total","1967","1967",12598202,,
"NLD","Netherlands","T","Total","TOTAL","Total","1968","1968",12729717,,
"NLD","Netherlands","T","Total","TOTAL","Total","1969","1969",12877984,,
"NLD","Netherlands","T","Total","TOTAL","Total","1970","1970",13038523,,
"NLD","Netherlands","T","Total","TOTAL","Total","1971","1971",13194497,,
"NLD","Netherlands","T","Total","TOTAL","Total","1972","1972",13328595,,
"NLD","Netherlands","T","Total","TOTAL","Total","1973","1973",13439325,,
"NLD","Netherlands","T","Total","TOTAL","Total","1974","1974",13545054,,
"NLD","Netherlands","T","Total","TOTAL","Total","1975","1975",13666329,,
"NLD","Netherlands","T","Total","TOTAL","Total","1976","1976",13774037,,
"NLD","Netherlands","T","Total","TOTAL","Total","1977","1977",13856188,,
"NLD","Netherlands","T","Total","TOTAL","Total","1978","1978",13941702,,
"NLD","Netherlands","T","Total","TOTAL","Total","1979","1979",14038270,,
"NLD","Netherlands","T","Total","TOTAL","Total","1980","1980",14149799,,
"NLD","Netherlands","T","Total","TOTAL","Total","1981","1981",14247217,,
"NLD","Netherlands","T","Total","TOTAL","Total","1982","1982",14312689,,
"NLD","Netherlands","T","Total","TOTAL","Total","1983","1983",14367066,,
"NLD","Netherlands","T","Total","TOTAL","Total","1984","1984",14424211,,
"NLD","Netherlands","T","Total","TOTAL","Total","1985","1985",14491629,,
"NLD","Netherlands","T","Total","TOTAL","Total","1986","1986",14572280,,
"NLD","Netherlands","T","Total","TOTAL","Total","1987","1987",14665037,,
"NLD","Netherlands","T","Total","TOTAL","Total","1988","1988",14760092,,
"NLD","Netherlands","T","Total","TOTAL","Total","1989","1989",14848906,,
"NLD","Netherlands","T","Total","TOTAL","Total","1990","1990",14951510,,
"NLD","Netherlands","T","Total","TOTAL","Total","1991","1991",15069799,,
"NLD","Netherlands","T","Total","TOTAL","Total","1992","1992",15184163,,
"NLD","Netherlands","T","Total","TOTAL","Total","1993","1993",15290368,,
"NLD","Netherlands","T","Total","TOTAL","Total","1994","1994",15382834,,
"NLD","Netherlands","T","Total","TOTAL","Total","1995","1995",15459004,,
"NLD","Netherlands","T","Total","TOTAL","Total","1996","1996",15530500,,
"NLD","Netherlands","T","Total","TOTAL","Total","1997","1997",15610650,,
"NLD","Netherlands","T","Total","TOTAL","Total","1998","1998",15707205,,
"NLD","Netherlands","T","Total","TOTAL","Total","1999","1999",15812085,,
"NLD","Netherlands","T","Total","TOTAL","Total","2000","2000",15925505,,
"NLD","Netherlands","T","Total","TOTAL","Total","2001","2001",16046182,,
"NLD","Netherlands","T","Total","TOTAL","Total","2002","2002",16148921,,
"NLD","Netherlands","T","Total","TOTAL","Total","2003","2003",16225303,,
"NLD","Netherlands","T","Total","TOTAL","Total","2004","2004",16281777,,
"NLD","Netherlands","T","Total","TOTAL","Total","2005","2005",16319871,,
"NLD","Netherlands","T","Total","TOTAL","Total","2006","2006",16346096,,
"NLD","Netherlands","T","Total","TOTAL","Total","2007","2007",16381696,,
"NLD","Netherlands","T","Total","TOTAL","Total","2008","2008",16445590,,
"NLD","Netherlands","T","Total","TOTAL","Total","2009","2009",16530387,,
"NLD","Netherlands","T","Total","TOTAL","Total","2010","2010",16615390,,
"NLD","Netherlands","T","Total","TOTAL","Total","2011","2011",16693074,,
"NLD","Netherlands","T","Total","TOTAL","Total","2012","2012",16754963,,
"NLD","Netherlands","T","Total","TOTAL","Total","2013","2013",16804430,,
"NLD","Netherlands","T","Total","TOTAL","Total","2014","2014",16865008,,
"NLD","Netherlands","T","Total","TOTAL","Total","2015","2015",16939925,,
"NLD","Netherlands","T","Total","TOTAL","Total","2016","2016",17030314,,
"NLD","Netherlands","T","Total","TOTAL","Total","2017","2017",17131295,,
"NLD","Netherlands","T","Total","TOTAL","Total","2018","2018",17231622,,
"NLD","Netherlands","T","Total","TOTAL","Total","2019","2019",17344876,,
"NLD","Netherlands","T","Total","TOTAL","Total","2020","2020",17441500,,
"NLD","Netherlands","T","Total","TOTAL","Total","2021","2021",17533048,,
"NLD","Netherlands","T","Total","TOTAL","Total","2022","2022",17703092,,
"NZL","New Zealand","T","Total","TOTAL","Total","1960","1960",2381670,,
"NZL","New Zealand","T","Total","TOTAL","Total","1961","1961",2432380,,
"NZL","New Zealand","T","Total","TOTAL","Total","1962","1962",2488530,,
